Soru,Cevap
Kamu Görevlileri Etik Kurulu başvuru usulü ile ilgili verilen bilgilerden hangisi doğrudur ?,"Ancak, kamu görevlilerini karalama amacı güden, haklı bir gerekçeye dayanmayan, başvuranın kimliği tespit edilemeyen, başvuru konusuyla ilgili yeterli bilgi ve belge sunulmamış başvurular değerlendirmeye alınmaz Kurula başvurular, 3071 sayılı Dilekçe Hakkının Kullanılmasına Dair Kanunda belirlenen esaslara göre, medeni hakları kullanma ehliyetine sahip Türkiye Cumhuriyeti vatandaşları ile Türkiye’de ikamet eden yabancı gerçek kişiler tarafından yapılabilir. Herhangi bir nedenleTürkiye’de bulunup da başvuru nedeni sayılan etik ilkelerden birisine aykırı davranıldığına tanık olan yabancı, başvuru hakkı açısından Türkiye’de oturuyor kabul edilir Başvurunun; gerçek kişiler tarafından elektronik posta yoluyla yapılması hâlinde ise başvuru sahibinin adı ve soyadı, oturma yeri veya iş adresi belirtilir. Başvuru dilekçelerinin daktilo ile yazılması veya bilgisayar çıktısı olması koşulu aranmaz.  İhlâl iddiası taşıyan başvurular; yazılı dilekçe, elektronik posta veya tutanağa geçirilen sözlü şeklinde yapılabilir"
"Anayasanın kaçıncı maddesinde:""Hakimler görevlerinde bağımsızdırlar; Anayasaya,
kanuna ve hukuka uygun olarak vicdani kanaatlerine göre hüküm verirler."" hükmü yer almaktadır?",138
Aşağıdakilerden hangisi hukuk devletinin unsurları arasında yer almaz?,"Bir devletin hukuk devleti olabilmesi, onun insan hak ve özgürlüklerini esas almasıyla ve hukuk aracılığıyla korumasıyla mümkündür. Bu bağlamda bir hukuk devletinin biçimsel ve maddi (içerik) unsurları bulunmaktadır. Bu unsurlar şunlardır: "
Aşağıdakilerden hangisi yazı işleri hizmeti personelleri ile ilgili doğru bir ifadedir?,"Yazı işleri hizmetini görevlileri yargılamanın her derecesinde oluşturulan mahkemelerde, yani ilk derece, bölge adliye veya bölge idare mahkemeleri ile Yargıtay ve Danıştay ve ayrıca Cumhuriyet başsavcılıkları bünyesinde görev yaparlar. Buna göre doğru cevap D şıkkıdır."
Arabuluculuk görevinin uyuşmazlığın taraflarından birinin veya bir üçüncü kişinin etkisi altında kalmadan yahut taraflar nezdinde böyle bir intiba uyandırmadan yürütülmesi gerekliliği aşağıdaki ilkelerden hangisinin bir sonucudur?,"Arabulucunun ve uzlaştırmacının görevini herhangi bir etki altında kalmadan, buna imkân ve fırsat vermeden yürütmesi gerekir. Arabuluculuk yolu bakımından bağımsızlık, arabuluculuk görevinin uyuşmazlığın taraflarından birinin veya bir üçüncü kişinin etkisi altında kalmadan yahut taraflar nezdinde böyle bir intiba uyandırmadan yürütülmesi anlamına gelir."
"Aşağıdakilerden hangisi, BM'nin hukuk devleti tanımına ters düşen ve onunla bağdaşmayan bir durumdur?","BM için hukuk devleti, bütün insanların ve devlet de dahil olmak üzere kamu ve özel sektör kurumlarının kamuya duyurulmuş, eşitlik ilkesine göre uygulanan, bağımsız denetim organlarının denetiminden geçen ve uluslararası insan hakları normlarına ve standartlara olan yasalarla hesap verebilir hale geldiği bir yönetim ilkesi anlamına gelir. Bu ilke aynı zamanda hukukun üstünlüğü, hesap verebilirlik, hukukun uygulanmasında hakkaniyet, güçler ayrılığı, karar alma süreçlerine katılım, hukuki belirlilik, keyfilikten kaçınma ve usule dair ve yasal şeffaflık ilkelerine uygunluk için tedbirler alınmasını da gerektirir."
"Çocukların anayasası sayılan Birleşmiş Milletler Çocuk Hakları Sözleşmesine göre, 16 yaşına kadar her insan çocuk sayılır.
Oy kullanma hakkına sahip olmadıklarından çocuklar, siyasal olarak güçsüzlerdir; bu nedenle de özel politikalar geliştirilmedikçe karar alma mekanizmalarına katılamazlar.
Çocuklar, yetişkinler gibi sanık, tanık yahut taraf olarak yargılamalara dâhil olamazlar.
Çocuk ve gençlere ilişkin yukarıdaki ifadelerden hangileri doğrudur?","Çocukların anayasası sayılan Birleşmiş Milletler Çocuk Hakları Sözleşmesine göre, 18 yaşına kadar her insan çocuk sayılır. Çocuklar fiziksel, duygusal, psikolojik, ekonomik ve siyasal açıdan toplumun en güçsüz ve eşitsiz grubunu oluşturmaktadır. Siyasal olarak özellikle güçsüzlerdir çünkü oy kullanamazlar, özel politikalar geliştirilmedikçe karar alma mekanizmalarına da katılamazlar. Bu nedenle adalet sistemiyle mağdur, fail ya da tanık sıfatı ile muhatap olan çocukların özel olarak korunmaları gerekir. Çocuklar da tıpkı yetişkinler gibi sanık, tanık yahut taraf olarak yargılamalara dâhil olabilirler."
"""Hâkim, yargı görevinin ifasında herhangi bir kimsenin özel durumundan etkilenmez, etkilendiği izlenimi uyandırmaz ve başkalarının bu izlenimi oluşturmasına izin vermez."" ifadesi mesleğe yaraşırlık ilkelerinden hangisidir?",İfadede bağımsızlığa halel getrimeme tanımlanmaktadır.
"Kendisini çalışma saatleri esnasında münhasıran çalıştığı kurumun işine ve sorumluluklarına adar : Örneğin, menfaat temini olmasa bile adliyeye gelenlere aracılık, görevini aşan şekilde rehberlik, iş takibi gibi eylemlerde bulunmamalıdır.
Kendi kadrosuna ilişkin istihdam sözleşmesi dışında, yargı kurumu ile hizmet, malzeme ve donanım tedariki, kira veya mal satış sözleşmesi yapmaz.
Kendi denetimi altındaki hiçbir kaydı değiştirmez, tahrif etmez, yok etmez veya sakatlamaz ya da bu kayıtlara eklemesi gereken girdileri atlamaz. Bu hüküm, mahkeme emri uyarınca kayıt veya belgelerin değiştirilmesini ya da silinmesini yasaklamaz
Dava tarafları, tanıklar, avukatlar, hâkimler veya başka kişilere yönelik görevinin gereklerine uygun olmayacak bir şekilde tek taraflı olarak iletişimleri başlatmaz ve tekrar etmez
Mevzuata uygun olarak kılık kıyafetine özen gösterir
Yukarıdakilerden hangileri yazı işleri personelinin ehliyet ve özen yükümlülüğü kapsamındadır?",Cevap bulunamadı
Çözümü hukukun dışında kalan özel ve teknik bilgiyi gerektiren bir konuda başvurulan inceleme yöntemine ne ad verilir?,Çözümü hukukun dışında kalan özel ve teknik bilgiyi gerektiren bir konuda başvurulan inceleme yöntemi bilirkişi incelemesidir.
İşletmelerin mal ve hizmet üretirken gerek örgüt gerekse kişi düzeyinde uyması gereken davranış standartlarını konu alan etik türü aşağıdakilerden hangisidir?,"İş etiğinin konusu, işletmelerin mal ve hizmet üretirken gerek örgüt gerekse kişi düzeyinde uyması gereken davranış standartlarıdır. Bu anlamda iş etiği, iş yaşamını düzenleyen yasaların toplumsal sorumluluk ilkesine uygun bir şekilde nasıl uygulanacağı, paydaşlarla ilişkilerde hangi normların geçerli olacağı, insanlarda işletmeye karşı güven duygusunun nasıl yaratılacağı vb. sorunlara odaklanır. Doğru cevap E'dir."
"Adaletin sağlanabilmesi için sadece yargılamaların yapılması değil, yapılan yargılamaların kamuya açık olması gerekliliği aşağıdakilerden hangisini ifade eder? ","Adaletin sağlanabilmesi için sadece yargılamaların yapılması değil, yapılan yargılamaların kamuya açık olması da gerekmektedir. Bu nedenle hem mahkemelerin şehirlerdeki konumlarının ulaşılabilir olmasını hem de yargılamaların insanlar tarafından görülebilir olmasını sağlayacak olan tedbirlerin alınması gerekir."
"I. Gerçeğe ulaşmak
II. Adaleti sağlamak
III. Bireysel hakların korunmasını sağlamak
IV. Sanık ile Müştekiyi cezalandırmak
Yukarıdakilerden hangisi/hangileri yargılama hukukunun amacını teşkil eder?","Dünden bugüne, yargılama hukukunun amacı,"
Aşağıdakilerden hangisi ile ilk kez bireylere doğrudan haklar sağlanmış ve bireye doğrudan haklarının çiğnenmesi halinde ilgili devlet aleyhine başvuru hakkı tanınmıştır?,Avrupa İnsan Hakları Sözleşmesi ile ilk kez bireylere doğrudan haklar sağlanmış ve bireye doğrudan haklarının çiğnenmesi halinde ilgili devlet aleyhine başvuru hakkı tanınmıştır.
"""Türkiye özelinde 2017 yılında, Yargıtay Başkanlar Kurulunun önerisi üzerine Yargıtay Büyük Genel Kurulu tarafından .................. kabul edilmiştir. Bu kurallar ile Yargıtay üyeleri ile tetkik hâkimlerinin etik davranış standartlarını oluşturarak onlara rehberlik sunmak, yasama ve yürütme mensupları ile avukatların ve toplumun yargıyı daha iyi anlamalarına ve yargıya destek olmalarına yardımcı olmak, etik ilkelere uymanın öncelikle hâkimlere düşen asli bir sorumluluk olduğu gerçeğini göz ardı etmeden hâkimler üzerinde bağlayıcı mesleki davranış kurallarını tamamlamak amaçlanmaktadır."" Paragrafta tanımlanan kurallar aşağıdakilerden hangisidir?","Türkiye özelinde 2017 yılında, Yargıtay Başkanlar Kurulunun önerisi üzerine Yargıtay Büyük Genel Kurulu tarafından Yargıtay Yargı Etiği Kuralları kabul edilmiştir. Bu kurallar ile Yargıtay üyeleri ile tetkik hâkimlerinin etik davranış standartlarını oluşturarak onlara rehberlik sunmak, yasama ve yürütme mensupları ile avukatların ve toplumun yargıyı daha iyi anlamalarına ve yargıya destek olmalarına yardımcı olmak, etik ilkelere uymanın öncelikle hâkimlere düşen asli bir sorumluluk olduğu gerçeğini göz ardı etmeden hâkimler üzerinde bağlayıcı mesleki davranış kurallarını tamamlamak amaçlanmaktadır."
"Gerçeğe ulaşmak, adaleti ve bireysel hakların korunmasını sağlamak  aşağıdaki kavramlardan hangisinin amacıdır ?  ",Cevap bulunamadı
"I. Türkiye, sözleşmenin taraflarındandır. 
II. Kişisel ve siyasal haklar ile ilgilidir. 
III. Tüm hak ve özgürlükleri kapsar. 
Avrupa İnsan Hakları Sözleşmesi için yukarıdaki ifadelerden hangisi veya hangileri doğrudur?  ","Türkiye'nin de içinde bulunduğu Avrupa İnsan Hakları Sözleşmesi, kişisel ve siyasal hakları kapsamaktadır. Zamanla çıkarılan protokollerle sözleşmenin koruma alanı genişletilmişse de tüm hak ve özgürlükleri kapsamamakta ve korumamaktadır. Örneğin Avrupa İnsan Hakları Sözleşmesi “çevre hakkına” yer vermemektedir. Doğru yanıt B seçeneğidir. "
Aşağıda verilenlerden hangileri Fransız İnsan ve Yurttaş Hakları Bildirisine ait değildir?,Bu dönemde insan hakları akıl ve insan onuru çerçevesinde savunulurken; insanın devlet ortaya çıkmadan evvel de bir takım haklara sahip olduğu fikrinin kuramlaştığı dönemdir. Doğru cevap D'dir.
Aşağıdakilerden hangisi normatif etik teorilerinden biridir?,Erdem Etiği normatif etik teorileri arasında yer almaktadır. Diğer seçenekler meta-etik teorilerindendir. Dolayısıyla cevap “E” seçeneğidir.
"I. On sekiz yaşından küçük olanlara, işledikleri suçlar nedeniyle idam cezası verilemez. II. On sekiz yaşından küçük olanlara, hürriyeti bağlayıcı ceza verilemez. III. On sekiz yaşından küçük olanlar, keyfi biçimde özgürlüğünden yoksun bırakılamaz. Yukarıdaki düzenlemelerden hangisi/hangileri Çocukların anayasası sayılan Birleşmiş Milletler Çocuk Hakları Sözleşmesinde yer almamaktadır?","BM Çocuk Hakları Sözleşmesinin 37. maddesine göre, on sekiz yaşından küçük olanlara, işledikleri suçlar nedeniyle idam cezası verilemez. Hiçbir çocuk yasa dışı ya da keyfi biçimde özgürlüğünden yoksun bırakılamaz, Ancak hürriyeti bağlayıcı ceza verilememesine ilişkin düzenleme söz konusu değildir. Doğru cevap ""E"" şıkkıdır. "
"Avrupa İnsan Hakları Sözleşmesi ile ilgili olarak aşağıda verilenlerden hangileri doğrudur?
I. Sözleşmeyi imzalayan devletlerin iç hukukunu etkilememektedir. 
II. Sözleşmenin sağladığı haklardan yararlanabilmek için hakkı ihlal eden devletin vatandaşı olmak zorundadır.
III. Avrupa İnsan Hakları Sözleşmesi’ nin getirdiği koruma sistemi de ikincil niteliktedir. 
IV. Sözleşmenin getirdiği güvenceden yararlanabilmek için kural olarak iç hukuk yollarına başvurulmuş olması ve sonuç alınmamış olması gerekmektedir.","Avrupa İnsan Hakları Sözleşmesi’nin getirdiği koruma sistemi de ikincil niteliktedir. Asıl olan insan haklarının iç hukuk hükümleri ile korunmasıdır. Sözleşmenin getirdiği güvenceden yararlanabilmek için kural olarak iç hukuk yollarına başvurulmuş olması ve sonuç alınmamış olması gerekmektedir. Daha da önemlisi Avrupa İnsan Hakları Sözleşmesi ile ilk kez bireylere doğrudan haklar sağlanmış ve bireye doğrudan haklarının çiğnenmesi halinde ilgili devlet aleyhine başvuru hakkı tanınmıştır. Sözleşmenin sağladığı haklardan yararlanabilmek için hakkı ihlal eden devletin vatandaşı olmak zorunlu değildir. Avrupa İnsan Hakları Sözleşmesi, düzenlediği haklar yönünden, imzacı devletin uyacağı ilkeleri belirlemekle yetinmemiş, yargısal denetim mekanizmaları getirmiştir. Sözleşmenin bir diğer özelliği sözleşmeyi imzalayan devletlerin iç hukukunu etkilemesidir. İmzacı devletler iç hukuklarını Sözleşme ile uyumlu hale getirmek zorundadırlar. Doğru cevap D'dir."
İnsanın fiziksel çevresini değiştirmek için gerçekleştirdiği amaçlı bir çaba olarak tanımlanan kavram aşağıdakilerden hangisidir? ,"Çalışma, kısaca “insanın fiziksel çevresini değiştirmek için amaçlı bir çaba” şeklinde tanımlanabilir"
Aşağıdakilerden hangisi çocukların yargılanması veya adalete erişimi için devletler tarafından güvence altına alınması zorunlu hususlardan değildir?,Her çocuğun hakkında verilen hükme karşı üst mahkemelere başvurma hakkı vardır.
"I. Sempati
II. Hakkaniyet
III. Ahlak
IV. Nefsi müdafaa
V. İntikam
Faydacılık teorisi savunucularından olan Mill'e göre belirli bir zararı meydana getiren kişinin cezalandırılması isteğinin temelinde yukarıdakilerden hangileri yatmaktadır?","Mill'e göre adalet duygusundan bahsedebilmek için iki şartın varlığı gereklidir: Birincisi, belirli bir zararın meydana getirilmesi ve kendisine zarar verilen birisinin var olduğuna dair bir bilgiye sahip olunması, ikincisi, belirli bir zararı meydana getiren kişinin cezalandırılması isteği. Bu son istek ise iki duygudan ortaya çıkar: nefsi müdafaa ve sempati. Doğru cevap B'dir."
Aşağıdakilerden hangisi genellikle kabul edilen meta-etik teorilerinden birisi değildir?,"Her ne kadar meta-etik teorilerinin hangileri olduğu, normatif etik teorileriyle aralarındaki sınırın nerede başlayıp nerede bittiği tam açık değilse de genellikle kabul edilen meta-etik teorileri şunlardır:"
"Kamu görevlisinin  halkın günlük yaşamını kolaylaştırmak, onların kabul edilebilecek ihtiyaçlarını en etkin, hızlı ve verimli biçimde karşılamak, memnuniyetlerini artırmak, kamu hizmetinin kalitesini yükseltmek, hizmetten yararlananların ihtiyacına ve hizmetlerin sonucuna odaklanmak yükümlülükleri aşağıdaki ilkelerin hangisinden türemektedir?","Kamu görevlisi, halka hizmet için hareket etme bilincinin gereği olarak; halkın günlük yaşamını kolaylaştırmalı, onların kabul edilebilecek ihtiyaçlarını en etkin, hızlı ve verimli biçimde karşılamalı, memnuniyetlerini artırmalı, kamu hizmetinin kalitesini yükseltmeli, hizmetten yararlananların ihtiyacına ve hizmetlerin sonucuna odaklanmalıdır."
"Aşağıdakilerden hangisi ""mevcut koşulların, kişilerin ya da grupların insansal olanaklarını gerçekleştirmeye, aynı zamanda insanın bazı olanaklarını gerçekleştirebilmesine elverişsiz olduğu durum ya da doğrudan doğruya veya dolaylı olarak engel oluşturduğu durum"" olarak tanımlanan kavramdır?",Cevap şıkkı dışındaki seçenekler tanıma uygun değildir.
Kamu görevlileri etik kurulu kaç üyeden oluşur?,"Kanunun 2. maddesine göre, kamu görevlileri etik kurulu, 11 üyeden oluşur. buna göre doğru cevap C şıkkıdır."
Ceza Muhakemeleri Kanununun 170. maddesinin 5. fıkrasında  aşağıdakilerden hangisi vurgulanmıştır ? ,Cevap bulunamadı
"Menfaat içeren ilişkilerden kaçınma, sır saklama, mobbing uygulanmasına engel olma gibi davranışları içeren hakimlik etik davranışı aşağıdakilerden hangisidir?","Menfaat içeren ilişkilerden kaçınma, sır saklama, mobbing uygulanmasına engel olma gibi davranışlar mesleğe yaraşır davranışlar olarak karşımıza çıkmaktadır."
